article_id,sentence_id,text,labels
761969038,33,"-1.6% Unemployed 2,085 2,037 -48 -2.3% Unemployment rate (%) 8.6% 8.4% -0.2%pt.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,34,"-2.3% Not in labor force 11,437 12,095 658 5.8% Native born, 16 years and older Civilian population 201,852 202,965 1,113 0.6% Civilian labor force 129,656 129,196 -460 -0.4% Participation rate (%) 64.2% 63.7% -0.5%pt.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,35,"-0.8% Employed 117,372 117,812 440 0.4% Employment/population % 58.1% 58.0% -0.1%pt.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,36,"-0.2% Unemployed 12,284 11,384 -900 -7.3% Unemployment rate (%) 9.5% 8.8% -0.7%pt.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,37,"-7.4% Not in labor force 72,196 73,769 1,573 2.2% Source: BLS, ""The Employment Situation - May 2011,"" June 3, 2011.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,38,Table A-7.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,39,PDF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,40,Thus over the past 12 months:,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,41,"Immigrants and native-born Americans both experienced the same 0.4% job growth, with 440,000 more natives and 91,000 more immigrants at work.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,42,A TIE .,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
761969038,43,The immigrant unemployment rate fell by 0.2 points; the native-born rate fell by 0.7 points.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,44,ADVANTAGE NATIVE-BORN.,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
761969038,45,The share of immigrants holding jobs fell by 1.6%; the share of natives holding jobs fell by 0.2%.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,46,ADVANTAGE NATIVE-BORN .,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
761969038,47,Labor force participation rates fell by 1.2% points for immigrants and 0.8% points for natives.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,48,ADVANTAGE NATIVE-BORN .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
761969038,49,The immigrant population of working age increased by 2.0%; the comparable native population grew by 0.6%.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,50,ADVANTAGE IMMIGRANTS,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
761969038,51,"By an amazing coincidence, January 2009—the month President Obama took office—is also the earliest month of data published in BLS's new foreign and native-born employment table.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,52,"Coincidence or not, this means we can piece together the monthly points to see the President's priorities, or at least his practical effect.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,53,"Setting the job count at 100.0 for both native-born and immigrants in January 2009, immigrant employment ticked up to 102.9 in May—am increase of 2.9%.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,54,Native employment ticked down to 97.5—a 2.5% decline.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,55,"We label this ""The New VDAWDI"".","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,56,"From January 2009 through May 2011 the New VDAWDI, calculated using foreign-born and native-born employment figures, grew by 5.5%.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,57,"By comparison VDAWDI, calculated using Hispanic and non-Hispanic employment figures, rose by 3.3% over the same period.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,58,"As we've found before, our older measure of American Worker Displacement understated the problem.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,59,"In all but a few months of the Obama Administration, native-born workers have lost ground to immigrants","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,60,Time is running out for native-born workers—a.k.a.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
761969038,61,Americans.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969038,62,Can the same be said for the Obama Administration?,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,0,"National Data | May Jobs: Displacement Stalls, Americans Take All New Jobs—But For How Long?","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,1,| Articles,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,3,"Finally, the shocking surge in immigrant displacement of American workers and in the immigrant workforce, which began in January and completely undid the improvement we had begun hopefully to call the “Trump Effect” has stalled.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,4,"May job numbers released Friday show native-born Americans big winners and immigrants (legal and illegal, the Labor Department doesn’t distinguish) big losers.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
761969692,5,But displacement and immigrant workforce growth are still high in absolute terms and could resume anytime.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,6,"Only legislation, above all an immigration moratorium, can secure the fruits of the current economic expansion for Americans.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,7,In May:,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,8,"Immigrant employment fell by 1.068 million, down by 3.81%.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,9,Native-born American employment rose by 1.361 million—up 1.1%,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,10,"The immigrant employment index, set to 100.0 in January 2009, fell to 124.7 from 129.6 in April.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,11,The native-born American employment index rose to 106.6 from 105.4 in April.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,12,"The New VDARE American Worker Displacement Index (NVDAWDI), our term for the ratio of immigrant to native-born employment growth indexes, fell to 117.0 from the all-time high,123.0, recorded in April.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,13,"Can't render, error","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,14,"In other words, Trump has not even begun to repair the damage done by eight years of Obama.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,15,Native-born American workers lost ground to their foreign-born competitors throughout the Obama years.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,16,"And, shown above, this trend accelerated significantly in the months leading up to the election.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,17,"While May was a welcome respite, Trump supporters have reason to complain: Since taking office in January 2017 President Trump has presided over a labor market in which immigrants have gained 1.006 million jobs, a 3.9% increase, while native-born Americans gained about 2.4 million jobs —a rise of only 1.9%.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
761969692,18,"As far as the labor market is concerned, “America First” has not translated to Americans First.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
761969692,19,"In normal times, this might be a big story.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,20,But the even the conservative non-Main Stream Media is currently too steeped in economic euphoria to notice.,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
761969692,21,"Nd anyway, they almost never report the immigration dimension.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,22,"However, it is now absolutely clear that immigration, and immigrant displacement of American workers, cannot be jawboned away.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
761969692,23,"The only answer is legislation— border wall to stop the illegal alien flow; a second Operation Wetback, including E-Verify, to get the illegal alien self-deporting; a moratorium on legal immigration.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,24,May 2018 was the fifth consecutive month in which the foreign-born working age population (including illegals) grew by more than 1 million from the same month the prior year.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,25,"But May’s growth was less than that in April and March, possibly an emerging trend.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,26,"Can't render, error","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,27,In May 2018 there were 1.342 million more working-age immigrants than in May 2017.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,28,This comes on the heels of gains of 2.154 million and 1.597 million.,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
761969692,29,"year-over-year, in March and April, respectively.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,30,"It’s hard to believe with the evaporation of the Trump Effect, but less than six months ago we were seeing to year-over-year declines in the immigrant workforce population.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
761969692,31,"The last five months of 2017 saw the foreign-born population fall by an average 100,000 from the same month of the prior year (shown in red on our chart).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,32,These are net figures.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,33,"Over a 12-month period an average of perhaps 300,000 immigrants die and an equal number leave the U.S. voluntarily.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,34,"So the 1.342 million net rise in foreign-born population, May 2017 to May 2018, implies that nearly 2 million foreign-born individuals may have actually settled in the country over those 12 months.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,35,(This excludes tourists and other short-term entrants.),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,36,"In percentage terms, the immigrant working-age population grew 3.24% over the 12 months.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,37,"If this growth rate persists, it portends a doubling in 22 years.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,38,"By contrast, the native-born American population rose 0.63% over this period —a rate that will require 114 years for a doubling.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,39,"If both rates persist that long, the term “native born” will refer to a minuscule fraction of the U.S. population.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
761969692,40,Another way of looking at American worker displacement: the immigrant share of total U.S. employment:,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,41,"Can't render, error","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,42,Immigrants accounted for 17.36% of total employment in May.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,43,"Note that, while significantly below the all-time high of 18.1% recorded in April, the May figure is third highest among the 113 months for which we have data.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,44,A detailed snapshot of American worker displacement over the past year is available in the Employment Status of the Civilian Population by Nativity table published in the monthly BLS Report.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,45,"Employment Status by Nativity, May 2017- May 2018 (numbers in 1000s; not seasonally adjusted) May-17 May-18 Change % Change Foreign born, 16 years and older Civilian population 41,390 42,732 1,342 3.24% Civilian labor force 27,315 27,923 608 2.23% Participation rate (%) 66.0 65.3 -0.7 pts.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,46,"-1.06% Employed 26,290 27,086 796 3.03% Employment/population % 63.5 63.4 -0.1 pts.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,47,"-0.16% Unemployed 1,025 837 -188 -18.34% Unemployment rate (%) 3.8 3.0 -0.8 pts.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,48,"-21.05% Not in labor force 14,075 14,809 734 5.21% Native born, 16 years and older Civilian population 213,377 214,722 1,345 0.63% Civilian labor force 132,664 133,842 1,178 0.89% Participation rate (%) 62.2 62.3 0.1 pts.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,49,"0.16% Employed 127,117 128,924 1,807 1.42% Employment/population % 59.6 60.0 0.4 pts.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,50,"0.67% Unemployed 5,547 4,919 -628 -11.32% Unemployment rate (%) 4.2 3.7 -0.5 pts.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,51,"-11.90% Not in labor force 80,713 80,880 167 0.21% Source: BLS, The Employment Situation-May 2018, Table A-7, June 1, 2018.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,52,PDF,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,53,Over the past 12 months (May 2017 to May 2018):,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,54,"The immigrant labor force (employed plus looking for work) rose by 608,000, or 2.23%; the native-born labor force grew by 1.178 million, up by 0.9%.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,55,ADVANTAGE IMMIGRANTS,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
761969692,56,Immigrant employment grew 2.1-times faster than native-born American employment: 3.03% vs. 1.42%.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,57,ADVANTAGE IMMIGRANTS,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
761969692,58,"The unemployment rate for immigrants fell 21%, from 3.8% to 3.0%; native-born unemployment rates fell 11.9%, from 4.2% to 3.7%.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,59,ADVANTAGE IMMIGRANTS,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
761969692,60,"The number of unemployed native-born Americans fell by 628,000—an 11.3% drop; immigrant unemployment fell by 188,000—an 18.3% reduction.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,61,ADVANTAGE IMMIGRANTS,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,62,"The labor-force participation rate, a sign of worker confidence and mobility, fell 0.7 points for immigrants and rose 0.1 points for native-born Americans.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,63,"This marks the second straight month in which native-born LPRs have risen, year-over-year, relative to those of immigrants ADVANTAGE AMERICANS","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
761969692,64,Border Patrol statistics for May are not yet available.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,65,"April data showed illegal immigration had rebounded dramatically, after running below the previous year’s level for most of 2017.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
761969692,66,"I will report on this, and on wage growth data, in the next couple weeks..","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
761969692,67,Edwin S. Rubenstein (email him) is President of ESR Research Economic Consultants.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,0,Barack Hussein Obama Hid Efforts to Aid Iran’s Windfall,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,2,A new Senate report reveals that Barack Obama secretly paved the way for Iran to tap into U.S. banks to convert cash it received from sanctions’ relief to dollars — despite the face the White House assured lawmakers it would do no such thing.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,3,The report shows how State Department and Treasury Deparment officials during the Obama era quietly gave a special license for a major Omani bank to do business with two U.S. banks.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,4,"Barack Obama spent considerable time selling the American people on the idea of a cooperative Iran — all the while cutting quiet deals, behind closed doors, with the rogue nation.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
762147609,5,take our poll - story continues below,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,6,Completing this poll grants you access to Freedom Outpost updates free of charge.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,7,You may opt out at anytime.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,8,You also agree to this site's Privacy Policy and Terms of Use.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,9,This field is for validation purposes and should be left unchanged.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,10,Whom do you consider to be the most corrupt Democrat Politician?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,11,The U.S. banks were pressured into complying with the deal.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,12,The Washington Times has more:,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,13,"The Obama administration — despite repeatedly assuring Congress that Iran would remain barred from the U.S. financial system — secretly mobilized to give Tehran access to American banks to convert the windfall of cash it received from sanctions relief under the 2015 nuclear deal into dollars, an investigative report by the Senate has revealed.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
762147609,14,"A copy of the report, obtained by The Washington Times, outlines how Obama-era State and Treasury Department officials discreetly issued a special license for the conversion to a major Omani bank and unsuccessfully pressured two U.S. banks to partake in the transaction, all while misleading lawmakers about the activities.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,15,"The document, compiled by the Senate’s Republican-led chief investigative subcommittee, began circulating Tuesday, just as the Trump administration issued its harshest warnings to date to foreign governments and companies to avoid doing business with Iran or find themselves in the crosshairs of Washington’s reimposition of sanctions as part of Mr. Trump’s withdrawal from the nuclear deal.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
762147609,16,"“Companies doing business in Iran face substantial risks, and those risks are even greater as we reimpose nuclear-related sanctions,” said Sigal Mandelker, Treasury Department undersecretary for terrorism and financial intelligence.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,17,She also called on foreign governments to harden their financial systems against “deceptive” Iranian transactions that ultimately channel money to terrorists.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,18,"The Iranian government “uses shell and front companies to conceal its tracks” as part of an elaborate scheme designed to procure cash for the Quds Force of Iran’s militant Islamic Revolutionary Guard Corps, which the U.S. designates as a terrorist organization, Ms. Mandelker said.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,19,She issued the warnings in a speech at the Foundation for Defense of Democracies think tank as Iran announced Tuesday that it was formally moving ahead with preparations to increase its nuclear enrichment capacities — the sharpest response to date by the Islamic republic to Mr. Trump’s pullout from the nuclear accord.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
762147609,20,"Iranian officials said the increase, while provocative, does not violate its commitments under the nuclear accord.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,21,"The president sent shock waves around the world with his May 8 decision to withdraw from the Iran nuclear pact and begin reimposing U.S. sanctions, which the U.S., Europe, China and Russia had collectively lifted in 2015 in exchange for Iran’s promise to curb its suspect nuclear programs and allow international inspections.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
762147609,22,"While Iran told the U.N. nuclear watchdog agency on Tuesday that it plans only to increase enrichment within limits set by 2015 deal, the announcement came with threats from a top Iranian official that the activities could be quickly expanded.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,23,The warning put fresh pressure on European leaders to keep the nuclear accord alive despite Mr. Trump’s withdrawal.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
762147609,24,"The head of Iran’s nuclear agency, Ali Akbar Salehi, said Tehran is prepared to dramatically increase its capacity for enrichment but that the work so far is limited to building a facility for assembling the centrifuges.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
762147609,25,"He made the comment a day after Iran’s supreme leader, Ayatollah Ali Khamenei, ordered the increase in capacity and vowed that Iran would preserve its nuclear program despite the U.S. withdrawal from the 2015 accord.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,26,The Senate report focuses new scrutiny on the lengths President Obama’s team was willing to go to ensure the deal’s success as it was still being negotiated.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,27,"The Senate Homeland Security Committee’s permanent subcommittee on investigations probe contends that the Obama administration went out of its way to keep U.S. lawmakers in the dark about calculated and secretive efforts to give Tehran a back channel to the international financial system and to U.S. banks, facilitating a massive U.S. currency conversion worth billions of dollars.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,28,"“Senior U.S. government officials repeatedly testified to Congress that Iranian access to the U.S. financial system was not on the table or part of any deal,” according to a draft copy of the document obtained by The Times.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,29,"“Despite these claims, the U.S. Department of the Treasury, at the direction of the U.S. State Department, granted a specific license that authorized a conversion of Iranian assets worth billions of U.S. dollars using the U.S. financial system.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,30,"“Even after the specific license was issued, U.S. government officials maintained in congressional testimony that Iran would not be granted access to the U.S. financial system,” the report said.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,31,Sen.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,32,"Rob Portman, the Ohio Republican who chairs the subcommittee, is set to outline his panel’s findings Wednesday.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,33,"Under terms of the nuclear deal, Iran was given the right to reclaim billions of dollars in state assets and bank accounts frozen by international sanctions, but it remained “illegal for U.S. persons, entities, and financial institutions to do business with Iran or parties on behalf of Iran.”","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,34,The ban included any “intermediary” transactions by U.S. banks to convert currency for Iran — a development that would have elevated the value of the Iranian assets on the global market and allowed Tehran to more easily move the money through the international banking system.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,35,"On the day the nuclear deal was implemented in 2015, Tehran had some $5.7 billion worth of assets at Bank Muscat in Muscat, Oman, according to Senate investigators, who said Tehran moved quickly to request access to the U.S. dollar.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,36,"On Tehran’s request, Bank Muscat contacted the U.S. Treasury Department’s office of foreign assets control.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,37,According to the Senate report: “Muscat sought to convert $5.7 billion in Omai rials into euros.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,38,"[But] because the rial is pegged to the U.S. dollar, the most efficient conversion was with an intermediary step through a U.S. bank using U.S. dollars.”","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,39,"Obama Treasury Secretary Jack Lew told the Senate Foreign Relations Committee in July 2015 that Iran would “continue to be denied access to the [U.S.] financial and commercial market” under the proposed accord, but the Treasury office went ahead with attempts to quietly allow the currency transaction sought by Iran.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,40,"“On February 24, 2016, OFAC issued a specific license to Bank Muscat authorizing Iranian assets worth roughly $5.7 billion to flow through the U.S. financial system,” according to the Senate report, which claims the move was made “even though U.S. sanctions prohibited it.”","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,41,"Even as office of foreign assets control officials directly “encouraged two U.S. correspondent banks to convert the funds,” the Treasury Department continued to deny it was working to facilitate the currency transaction, said the report, which cites a 2016 letter from the department to Sen. Marco Rubio, Florida Republican, and Sen. Mark Kirk, Illinois Republican, that contended the Obama “administration has not been and is not planning to grant Iran access to the U.S. financial system.”","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,42,"The catch, according to Senate investigators, was that neither of the U.S. banks approached by the office of foreign assets control would take on the Iranian currency exchange — in part because of political concerns over the prospect of being found out to have secretly circumvented the remaining ban on U.S. transactions with the Islamic republic.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,43,"Despite the Obama administration’s efforts, Iran was ultimately forced to convert its Bank Muscat assets to euros in small increments using European banks and without accessing the U.S. financial system, the Senate investigators said.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,44,Mr. Portman said in a statement Tuesday night that “the Obama administration misled the American people and Congress because they were desperate to get a deal with Iran.”,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
762147609,45,"“Despite claims both before and after the Iran deal was completed that the U.S. financial system would remain off limits, the Obama administration issued a specific license allowing Iran to convert billions of dollars in assets using the U.S. financial system,” Mr. Portman said.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
762147609,46,"“The only reason this transaction wasn’t executed was because two U.S. banks refused, even though the administration asked them to help convert the money.”","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
